"participation","program","subsample","N","p_nh","p_ch","nh_share","p_hh","p_cc","p_nn"
"1m","ehs-full",FALSE,1267,0.164126966662999,0.111738465077666,0.594953001640637,0.0385906040268456,0.341281669150522,0.344262295081967
"1m","ehs-full",TRUE,348,0.147491063153714,0.11147888256322,0.569529652351738,0.0542168674698795,0.406593406593407,0.28021978021978
"1m","ehsmixed_center",FALSE,768,0.23744515865728,0.21524334251607,0.524522178146412,0.0633608815426997,0.288888888888889,0.195061728395062
"1m","ehsmixed_center",TRUE,245,0.143896901709402,0.216680021367521,0.399074074074074,0.0769230769230769,0.3046875,0.2578125
"1m","ehscenter",FALSE,375,0.230154548647699,0.350280997541272,0.396520423600605,0.141025641025641,0.168949771689498,0.10958904109589
"1m","ehscenter",TRUE,110,0.189393939393939,0.189393939393939,0.5,0.181818181818182,0.242424242424242,0.196969696969697
"1m","abc",FALSE,103,0.321132075471698,0.562264150943396,0.363519863306279,0.06,0.0377358490566038,0.0188679245283019
"1m","abc",TRUE,98,0.334166666666667,0.543333333333333,0.380816714150048,0.0625,0.04,0.02
