"estimate","se","p_value"
0.0728449992601616,0.0536152399721762,0.174253659118889
0.0732790289042181,0.0538005211509856,0.173181935671654
0.363472763687392,0.228202393846022,0.111212941364129
0.0735876354070986,0.053865913278284,0.171899356185484
0.132292559998683,0.0904328924411467,0.143499944226812
0.146352895016765,0.0904337611047622,0.105588577724246
0.548232725594246,0.437428749553689,0.210093825785579
0.663824861693499,0.42687774863694,0.119929353635658
0.131032064583813,0.0676918981227248,0.0529029023018821
0.12710204781495,0.0691846914685548,0.0661890518417545
0.334059560769456,0.175166764934061,0.0565083611229629
0.127075047396953,0.0693048710066706,0.0667184596205965
0.225696591865754,0.100918482704689,0.0253239617928875
0.246513975863945,0.101092222110219,0.0147481196354469
0.570959466201772,0.302491322287917,0.0590899544449459
0.578491227803669,0.336866406310041,0.0859294960853092
0.178536896737418,0.0948973659629888,0.0599218349979902
0.190960619669386,0.0955884938607869,0.0457452388338038
0.325928666322392,0.168817973540357,0.0535261699928395
0.194126627519904,0.0951652814698583,0.0413613651550775
0.464285810311255,0.161733933734194,0.00409594402528923
0.579203294047698,0.153044666915979,0.000153994635326393
1.13912772832487,0.350331139568438,0.00114767776084324
1.12279368448809,0.330477819277166,0.00068008127743191
1.0083339479681,0.191768980516895,1.45578310517536e-07
1.02906781106691,0.184715775030423,2.53153622509217e-08
1.10617312338359,0.207850417637326,1.02651034339374e-07
0.959342750770702,0.170054738886705,1.68696350222319e-08
1.10956309014568,0.216753470816608,3.07144387479141e-07
0.951130728645834,0.194612449271945,1.02224777220883e-06
1.09427000797103,0.200376300090924,4.73259980093843e-08
1.14122072506528,0.214818441015877,1.08137623966442e-07
