"program_from","program_to","subsample","N","coefficient","pre_estimate","pre_dr_estimate","to_estimate","se","pre_dr_se","to_se","p_value","pre_dr_p_value","to_p_value"
"ehs-full","abc","FALSE",1266,0.41688411423956,0.199829102112014,0.100955237142546,0.403185974475112,0.328203537131908,0.179513613749402,0.203387670590955,0.204247179792803,0.573855734660553,0.0474398474603679
"ehs-full","abc","FALSE",1266,0.41688411423956,0.270015242127248,0.250786523283012,0.289166642071179,0.328203537131908,0.189593151938716,0.184342004966271,0.204247179792803,0.185914702083211,0.116731341349753
"ehs-full","abc","TRUE",348,0.796370011934507,0.713362549523787,0.534916148631689,0.713334102398386,0.521933062844741,0.334255912032092,0.2944190166848,0.127971053267867,0.109527793006475,0.0153991414922666
"ehsmixed_center","abc","FALSE",767,0.426889757335554,0.3568071395634,0.317743100743682,0.77248344392885,0.254295468618886,0.176063924554128,0.228663403021984,0.0936158765564003,0.0711211630979652,0.000729472172070403
"ehsmixed_center","abc","FALSE",767,0.426889757335554,0.386091378167857,0.390919819621536,0.41005351831564,0.254295468618886,0.17892163939287,0.17837776839207,0.0936158765564003,0.0288986677375403,0.0215167114759118
"ehsmixed_center","abc","TRUE",245,0.890281278586972,1.0486337910863,0.945217406348401,1.04864334798534,0.398326619074373,0.295063703955823,0.302413059049309,0.0263231935265716,0.00135798675247176,0.000525155295384804
"ehscenter","abc","FALSE",375,0.413129375183049,0.61644967178523,0.560669794565106,1.0214031019753,0.221766283816149,0.20468351198264,0.27935457380761,0.0632615759538995,0.00615882369285295,0.000255885543876908
"ehscenter","abc","FALSE",375,0.413129375183049,0.65906919805453,0.631766731846675,0.658381179342866,0.221766283816149,0.210111913148308,0.207651503977173,0.0632615759538995,0.00264004178084548,0.00152121131002011
"ehscenter","abc","TRUE",110,1.37212523591766,1.64050297760409,1.48239007874139,1.64003126108025,0.431582910077009,0.41504303006586,0.367988469107991,0.00192664654980519,0.000354733925726671,8.32129700090269e-06
"abc","abc","FALSE",103,1.1008203404528,1.18838636884678,1.19461266069859,1.18826746806382,0.202109551167638,0.211413410131476,0.178398160493734,3.62515245713322e-07,1.59888559001814e-08,2.72413762323469e-11
"abc","abc","FALSE",103,1.1008203404528,1.21315920652833,1.21680389581405,1.21304778659481,0.202109551167638,0.215539144217097,0.197392370037862,3.62515245713322e-07,1.64801144896217e-08,7.97807987184624e-10
"abc","abc","TRUE",98,1.06183275118708,1.15839161855483,1.15081608835951,1.15840163768898,0.204517181306776,0.225537847033701,0.198684610581022,1.16333752527623e-06,3.35123294991031e-07,5.53098738885189e-09
