"program","N","p_nh","p_ch","nh_share","p_hh","p_cc","p_nn"
"ehs-full",1266,0.161620057859209,0.0970581973474934,0.624791819977536,0.0319327731092437,0.365126676602086,0.344262295081967
"ehs-full",348,0.147491063153714,0.0905600423672713,0.619577308120133,0.0421686746987952,0.43956043956044,0.28021978021978
"ehsmixed_center",767,0.233115067185049,0.190941954846191,0.549725756381593,0.0524861878453039,0.328395061728395,0.195061728395062
"ehsmixed_center",245,0.143896901709402,0.186899038461538,0.435002018570852,0.0598290598290598,0.3515625,0.2578125
"ehscenter",375,0.223744292237443,0.364067439409905,0.380639378547953,0.115384615384615,0.187214611872146,0.10958904109589
"ehscenter",110,0.189393939393939,0.204545454545455,0.480769230769231,0.136363636363636,0.272727272727273,0.196969696969697
"abc",103,0.422264150943396,0.461132075471698,0.478000854335754,0.06,0.0188679245283019,0.0377358490566038
"abc",98,0.439166666666667,0.438333333333333,0.500474833808167,0.0625,0.02,0.04
