"estimate","se","p_value"
0.0751983574728612,0.0529695128355698,0.155708564313886
0.0741066409269891,0.0539375290104079,0.169461966212311
0.311710463900167,0.206339567406137,0.130873204727014
0.0739541700470283,0.0543227756625231,0.173392297493476
0.145558476198745,0.092560837561639,0.115818218798633
0.12818223181666,0.091983106342829,0.16345624977217
0.586760579871503,0.356678738784745,0.0999559041730236
0.624177017462233,0.370794129026958,0.0923069805728614
0.139289443312201,0.068644972280429,0.0424452427899988
0.127826486183726,0.0694334625616749,0.0656226528102419
0.261405782791121,0.154408670914656,0.0904654492028645
0.130191193504307,0.0692817496841601,0.0602232391069957
0.183071727212336,0.101621078827985,0.0716220095945987
0.244558776978377,0.101741655487184,0.0162290567534165
0.523940235389378,0.292240910260961,0.072999035914374
0.581401817343405,0.293059152991004,0.0472663178886064
0.190812516126606,0.0977884780276937,0.0510239721417152
0.191652246210901,0.0949789817743284,0.0436080836781501
0.284796980409866,0.159011578921981,0.0732859861909496
0.196132464090892,0.0951067967841287,0.0391854690393287
0.495854558833706,0.146198238553925,0.000694708640226027
0.548555396200503,0.164630020391567,0.000862088850367426
1.23760234279624,0.402307578516352,0.00209615619955383
1.30312588046917,0.397237752011205,0.00103634884789838
0.891780845227588,0.204926788592988,1.35083192775998e-05
0.952514326498061,0.178472628533874,9.44797957647125e-08
1.15400332478709,0.194929594856912,3.21739590525283e-09
0.964889935741203,0.170672400750318,1.57247870280486e-08
0.947486709711736,0.190657247793031,6.70976033179116e-07
0.946670433589008,0.192144182912932,8.35550310052113e-07
1.13321748009528,0.213231289976306,1.06951161926716e-07
1.11658894786467,0.213033077185642,1.59373469976742e-07
