"participation","program","subsample","method","covariates","variable","coefficient","se","p_value","F_stat","N"
"12m","abc",FALSE,"LATE","all","m_iq",0.0307533138147202,0.00846935118997758,0.000466138320787864,318.211430020511,103
"12m","abc",FALSE,"LATE","all","black",-0.337514589631454,0.756044397580755,0.656353219699461,318.211430020511,103
"12m","abc",FALSE,"LATE","all","sex",-0.170453964822676,0.181278170236829,0.349558379632434,318.211430020511,103
"12m","abc",FALSE,"LATE","all","m_age",0.0433903966154342,0.0305981220641539,0.159584615464543,318.211430020511,103
"12m","abc",FALSE,"LATE","all","m_edu_2",-0.518970361290045,0.219401799455044,0.0201345223786223,318.211430020511,103
"12m","abc",FALSE,"LATE","all","m_edu_3",0.0805434732005471,0.48863092515255,0.869439470125687,318.211430020511,103
"12m","abc",FALSE,"LATE","all","sibling",-0.119862568091591,0.136627960227906,0.382638482404884,318.211430020511,103
"12m","abc",FALSE,"LATE","all","gestage",0.019934470753338,0.0358248928658514,0.5792746107343,318.211430020511,103
"12m","abc",FALSE,"LATE","all","mf",0.18194991990778,0.229255466745435,0.429460519916003,318.211430020511,103
"12m","abc",FALSE,"LATE","all","poverty",-0.0989454203924858,0.314854088893032,0.754044417527037,318.211430020511,103
"12m","abc",FALSE,"LATE","short","Constant",-3.32833032453146,0.756185689086982,2.71798060100055e-05,354.747752273262,103
"12m","abc",FALSE,"LATE","short","D",1.09579744711364,0.191262161915027,1.08860014165649e-07,354.747752273262,103
"12m","abc",FALSE,"LATE","short","m_iq",0.0274275629730715,0.0073344107782922,0.000308891156975884,354.747752273262,103
"12m","abc",FALSE,"LATE","short","m_age",0.0216703085160098,0.0173791175804952,0.21537010249458,354.747752273262,103
"12m","abc",TRUE,"ITT","none","Constant",-0.556703479166667,0.12970899915402,4.23054519622423e-05,NA,98
"12m","abc",TRUE,"ITT","none","R",0.931758239166667,0.181592598815628,1.50032938128263e-06,NA,98
"12m","abc",TRUE,"ITT","all","Constant",-3.44904045073818,1.66313568949674,0.0409857591541565,NA,98
"12m","abc",TRUE,"ITT","all","R",0.977685273323442,0.186909089749901,1.11012428198939e-06,NA,98
"12m","abc",TRUE,"ITT","all","m_iq",0.0209125931072825,0.00853840607011849,0.0162750712062121,NA,98
"12m","abc",TRUE,"ITT","all","sex",0.0208396685808373,0.190029581168639,0.912921644886994,NA,98
"12m","abc",TRUE,"ITT","all","m_age",0.0114080351180193,0.0314273775769293,0.717468029157704,NA,98
"12m","abc",TRUE,"ITT","all","sibling",0.0262668063105868,0.141188138976639,0.852835853681669,NA,98
"12m","abc",TRUE,"ITT","all","gestage",0.0227928631972421,0.0378920485814217,0.549022183287185,NA,98
"12m","abc",TRUE,"ITT","all","mf",0.0319007496281951,0.245839699496924,0.897047236334112,NA,98
"12m","abc",TRUE,"ITT","all","poverty",-0.304209989040295,0.326806593656799,0.354446019585621,NA,98
"12m","abc",TRUE,"ITT","short","Constant",-2.53147940929448,0.82414959019751,0.00278450694691734,NA,98
"12m","abc",TRUE,"ITT","short","R",0.940781643911622,0.178051044054703,8.16546347624335e-07,NA,98
"12m","abc",TRUE,"ITT","short","m_iq",0.0205005257408011,0.00813387736481096,0.0134078197136358,NA,98
"12m","abc",TRUE,"ITT","short","m_age",0.0132922470716533,0.0181932396110089,0.466831701469102,NA,98
"12m","abc",TRUE,"LATE","none","Constant",-0.623068026115859,0.137609760727321,1.71166194792061e-05,321.402646811055,98
"12m","abc",TRUE,"LATE","none","D",1.06183275118708,0.204517181306776,1.16333752527623e-06,321.402646811055,98
"12m","abc",TRUE,"LATE","all","Constant",-3.79124104155382,1.63673933273966,0.0228369209385437,317.625451062129,98
"12m","abc",TRUE,"LATE","all","D",1.10104238052631,0.205400354699785,6.47400770172823e-07,317.625451062129,98
"12m","abc",TRUE,"LATE","all","m_iq",0.0242331684036743,0.00835526844869127,0.00469539591805298,317.625451062129,98
"12m","abc",TRUE,"LATE","all","sex",-0.0904171614877255,0.185485021965464,0.627128545811071,317.625451062129,98
"12m","abc",TRUE,"LATE","all","m_age",0.0258073220727122,0.0307045452987159,0.402877736308467,317.625451062129,98
"12m","abc",TRUE,"LATE","all","sibling",-0.0406384086430719,0.137616093171735,0.768450442913221,317.625451062129,98
"12m","abc",TRUE,"LATE","all","gestage",0.0176706528471636,0.0368356440768496,0.632606056162258,317.625451062129,98
"12m","abc",TRUE,"LATE","all","mf",0.059817352573477,0.240625794701388,0.804250076286556,317.625451062129,98
"12m","abc",TRUE,"LATE","all","poverty",-0.233686860959313,0.31763066434012,0.463836375464762,317.625451062129,98
"12m","abc",TRUE,"LATE","short","Constant",-2.94556706229597,0.818509166858567,0.00051263201171262,318.439896740357,98
"12m","abc",TRUE,"LATE","short","D",1.07458082011344,0.19826272629364,4.58687103264925e-07,318.439896740357,98
"12m","abc",TRUE,"LATE","short","m_iq",0.0239278311054659,0.00795992455967635,0.00339412287720121,318.439896740357,98
"12m","abc",TRUE,"LATE","short","m_age",0.0163517516715203,0.0177897682103651,0.360361370752545,318.439896740357,98
