"program_from","program_to","subsample","N","coefficient","pre_estimate","pre_dr_estimate","to_estimate","se","pre_dr_se","to_se","p_value","pre_dr_p_value","to_p_value"
"ehs-full","abc","FALSE",1266,0.280035231237193,0.205555115598504,0.22523038239952,0.233510499978574,0.219877353147491,0.142471426242153,0.157452163419872,0.203040272919011,0.113905230762895,0.13805932317105
"ehs-full","abc","FALSE",1266,0.280035231237193,0.234615090124396,0.272182029398479,0.187756883916913,0.219877353147491,0.145282014452007,0.13307742858737,0.203040272919011,0.0610030047496435,0.158278667406383
"ehs-full","abc","TRUE",348,0.599492108539131,0.430144202873218,0.431367315979198,0.430088816202302,0.393722919453617,0.281408211467028,0.218709717067562,0.128766105241929,0.125303413200994,0.0492429097688984
"ehsmixed_center","abc","FALSE",767,0.290056521836956,0.330580881898234,0.341435105170797,0.572167217435965,0.172013001165168,0.139288450725215,0.197105276703872,0.0921558485434761,0.0142348856924139,0.00369782715830926
"ehsmixed_center","abc","FALSE",767,0.290056521836956,0.314977973511793,0.321742164441911,0.270907890734034,0.172013001165168,0.142942507912627,0.148426168806471,0.0921558485434761,0.0243950303829077,0.0679703990852316
"ehsmixed_center","abc","TRUE",245,0.685951481704982,0.759126633413174,0.702722745943221,0.759139724718978,0.308412597185212,0.257729809574744,0.214553238749581,0.0270588399046005,0.00639930819346624,0.000402811769025804
"ehscenter","abc","FALSE",375,0.313087140768389,0.600048385243472,0.606836280175746,1.01449175528686,0.166992846079954,0.161232894975967,0.253236851873508,0.0615940622976592,0.000167400958597374,6.17299326126843e-05
"ehscenter","abc","FALSE",375,0.313087140768389,0.581549218654551,0.564307425983599,0.550504680618073,0.166992846079954,0.171422873068806,0.185181709109021,0.0615940622976592,0.000995120190296148,0.00295114861891878
"ehscenter","abc","TRUE",110,1.21380309331177,1.39216187996519,1.25678243009432,1.39185481722753,0.38139767701504,0.370679814631635,0.400505441032778,0.00190714034977472,0.000697703917151602,0.000510385621060531
"abc","abc","FALSE",103,1.1008203404528,1.18838636884678,1.19461266069859,1.18826746806382,0.202109551167638,0.211413410131476,0.16892996143624,3.62515245713322e-07,1.59888559001814e-08,2.00574871595461e-12
"abc","abc","FALSE",103,1.1008203404528,1.21315920652833,1.21680389581405,1.21304778659481,0.202109551167638,0.215539144217097,0.204231572790811,3.62515245713322e-07,1.64801144896217e-08,2.85770092691793e-09
"abc","abc","TRUE",98,1.06183275118708,1.15839161855483,1.15081608835951,1.15840163768898,0.204517181306776,0.225537847033701,0.217630902824712,1.16333752527623e-06,3.35123294991031e-07,1.02192740206956e-07
