"participation","program","subsample","method","covariates","variable","coefficient","se","p_value","F_stat","N"
"6m","ehs-full",TRUE,"LATE","all","Constant",-3.27909879788139,1.2111244982529,0.00712310218167533,47.1635792618136,348
"6m","ehs-full",TRUE,"LATE","all","D",0.510502892133499,0.347975601564116,0.143285401075254,47.1635792618136,348
"6m","ehs-full",TRUE,"LATE","all","m_iq",0.0239519835073797,0.00608821321682728,0.000101293780998339,47.1635792618136,348
"6m","ehs-full",TRUE,"LATE","all","sex",-0.158302156878389,0.094693325526424,0.0954992997162982,47.1635792618136,348
"6m","ehs-full",TRUE,"LATE","all","m_age",-0.00229270084051904,0.00940403919678484,0.807533516393851,47.1635792618136,348
"6m","ehs-full",TRUE,"LATE","all","sibling",-0.0563250461614225,0.0397836363714006,0.157756757814277,47.1635792618136,348
"6m","ehs-full",TRUE,"LATE","all","gestage",0.0269533588040369,0.0268016510515616,0.315296239135782,47.1635792618136,348
"6m","ehs-full",TRUE,"LATE","all","mf",-0.0477532793669033,0.204198580434929,0.815237111472632,47.1635792618136,348
"6m","ehs-full",TRUE,"LATE","all","poverty",-0.0984392499665523,0.182378578578307,0.589722254233699,47.1635792618136,348
"6m","ehs-full",TRUE,"LATE","short","Constant",-2.3845236530265,0.543089745561546,1.50595048476389e-05,49.2364177198604,348
"6m","ehs-full",TRUE,"LATE","short","D",0.535809808577039,0.341563232090549,0.117637506598735,49.2364177198604,348
"6m","ehs-full",TRUE,"LATE","short","m_iq",0.0246319474823883,0.00605124475787064,5.82302710409904e-05,49.2364177198604,348
"6m","ehs-full",TRUE,"LATE","short","m_age",-0.00433714674104683,0.00884438503827817,0.624174682467231,49.2364177198604,348
"6m","ehsmixed_center",FALSE,"ITT","none","Constant",-0.1534844077224,0.0531683078844075,0.00400178620526185,NA,768
"6m","ehsmixed_center",FALSE,"ITT","none","R",0.123288602841151,0.0732159896826093,0.0926078870193629,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","Constant",-4.60245171312526,0.813897291731209,2.21229574007518e-08,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","R",0.131665998828375,0.0671654202374601,0.050324802298471,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","m_iq",0.0248464658998218,0.00408783445403549,1.92730726635664e-09,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","black",-0.380467330165984,0.0736313485391662,3.0434997494892e-07,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","sex",-0.178341253422532,0.0673048361260177,0.00822335402557073,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","m_age",0.00118769723003129,0.00667099637788057,0.858740076646109,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","m_edu_2",0.0105348856949281,0.0872803890605176,0.903959434945619,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","m_edu_3",0.259939509186172,0.0987304386033138,0.00864082103861542,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","sibling",-0.0244241908814037,0.031097720472626,0.432464370871671,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","gestage",0.0611028875859918,0.017882301458972,0.000667136892245462,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","mf",0.00888852622912464,0.0913402810134799,0.922504238056105,NA,768
"6m","ehsmixed_center",FALSE,"ITT","all","poverty",-0.032742203739728,0.104459610407783,0.754030068208025,NA,768
"6m","ehsmixed_center",FALSE,"ITT","short","Constant",-3.46255472266223,0.334838421596254,1.50902971426267e-23,NA,768
"6m","ehsmixed_center",FALSE,"ITT","short","R",0.127641208405649,0.068965522383001,0.0645845173015275,NA,768
"6m","ehsmixed_center",FALSE,"ITT","short","m_iq",0.0350398923328536,0.00373140006452434,6.70303367756806e-20,NA,768
"6m","ehsmixed_center",FALSE,"ITT","short","m_age",0.00799514804332889,0.00616448508425877,0.195033282912647,NA,768
"6m","ehsmixed_center",FALSE,"LATE","none","Constant",-0.167860044884303,0.0593366819205675,0.00479227497050315,247.764226855791,768
"6m","ehsmixed_center",FALSE,"LATE","none","D",0.274650331040577,0.162227057664359,0.0908621644755721,247.764226855791,768
"6m","ehsmixed_center",FALSE,"LATE","all","Constant",-4.4111493968061,0.816760758071756,8.89368495792729e-08,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","D",0.295241435192739,0.150922470346227,0.0508040604487767,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","m_iq",0.0239963931923848,0.00410890639539591,7.7464910296025e-09,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","black",-0.375666824777011,0.0738204989155026,4.5478318843369e-07,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","sex",-0.170681284840425,0.0675347311533335,0.0116967302392924,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","m_age",0.000547608197851695,0.00669633826483134,0.934845484260993,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","m_edu_2",-0.00605895990867184,0.0879715442729255,0.945108056464612,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","m_edu_3",0.227619318610154,0.100993450833075,0.0244942367001956,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","sibling",-0.0240676740599105,0.0311536098122187,0.440031090970812,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","gestage",0.0582741997579674,0.0179782888811073,0.00124171453722559,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","mf",0.0189294275664432,0.0918269643266996,0.836735207732931,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","all","poverty",-0.0328800098949249,0.10468035451275,0.753532392174142,247.699947575627,768
"6m","ehsmixed_center",FALSE,"LATE","short","Constant",-3.32932574031465,0.334298783912741,4.74165567733202e-22,251.438233081212,768
"6m","ehsmixed_center",FALSE,"LATE","short","D",0.28469178640883,0.153755493175697,0.0644707102863955,251.438233081212,768
"6m","ehsmixed_center",FALSE,"LATE","short","m_iq",0.0337098655904041,0.00378650979067564,3.92132484843518e-18,251.438233081212,768
"6m","ehsmixed_center",FALSE,"LATE","short","m_age",0.00666479812593043,0.00622512645249933,0.284674585637942,251.438233081212,768
"6m","ehsmixed_center",TRUE,"ITT","none","Constant",-0.590136516120376,0.0731194329169641,3.22292397315452e-14,NA,245
"6m","ehsmixed_center",TRUE,"ITT","none","R",0.22690996530225,0.101160477791405,0.0257942025166222,NA,245
"6m","ehsmixed_center",TRUE,"ITT","all","Constant",-3.93811723506503,1.25775891430389,0.00196160850038588,NA,245
"6m","ehsmixed_center",TRUE,"ITT","all","R",0.219926791084649,0.0997331606540005,0.0284084596014114,NA,245
"6m","ehsmixed_center",TRUE,"ITT","all","m_iq",0.0175886803355687,0.00653776391054459,0.0076484028342647,NA,245
"6m","ehsmixed_center",TRUE,"ITT","all","sex",-0.257083377499878,0.10050513079797,0.0111563914221631,NA,245
"6m","ehsmixed_center",TRUE,"ITT","all","m_age",0.0066635622625507,0.00987716410359015,0.500562787255469,NA,245
"6m","ehsmixed_center",TRUE,"ITT","all","sibling",-0.00764069236530986,0.0409907424148924,0.852290876217545,NA,245
"6m","ehsmixed_center",TRUE,"ITT","all","gestage",0.0472705849342043,0.0273741456726167,0.0855061199045838,NA,245
"6m","ehsmixed_center",TRUE,"ITT","all","mf",0.0254301908962526,0.220010842369031,0.90807888379829,NA,245
"6m","ehsmixed_center",TRUE,"ITT","all","poverty",0.113021226352383,0.177177959335474,0.524159400565177,NA,245
"6m","ehsmixed_center",TRUE,"ITT","short","Constant",-2.21539146749957,0.573125406867077,0.000142638822645761,NA,245
"6m","ehsmixed_center",TRUE,"ITT","short","R",0.241823263180671,0.100057373969056,0.0163993274765048,NA,245
"6m","ehsmixed_center",TRUE,"ITT","short","m_iq",0.0179302664928904,0.00652217746929433,0.00642805751520091,NA,245
"6m","ehsmixed_center",TRUE,"ITT","short","m_age",0.00548003585615586,0.00940407509697894,0.560619957818895,NA,245
"6m","ehsmixed_center",TRUE,"LATE","none","Constant",-0.621535949156796,0.084364116104328,2.70641658398448e-12,55.2680108187853,245
"6m","ehsmixed_center",TRUE,"LATE","none","D",0.61228894421018,0.274813955799379,0.0267955965733934,55.2680108187853,245
"6m","ehsmixed_center",TRUE,"LATE","all","Constant",-3.49757344886685,1.28082354714546,0.0067965453409342,55.1225902292787,245
"6m","ehsmixed_center",TRUE,"LATE","all","D",0.593495998450145,0.272702147690447,0.0305211257630777,55.1225902292787,245
"6m","ehsmixed_center",TRUE,"LATE","all","m_iq",0.0170770311358657,0.00661804139779991,0.0104750071389527,55.1225902292787,245
"6m","ehsmixed_center",TRUE,"LATE","all","sex",-0.215342195197236,0.104581739438246,0.0405841062971296,55.1225902292787,245
"6m","ehsmixed_center",TRUE,"LATE","all","m_age",-0.00100951992180324,0.0104642687584283,0.923226750708252,55.1225902292787,245
"6m","ehsmixed_center",TRUE,"LATE","all","sibling",-0.0120826442352634,0.0415909847719935,0.771680353486779,55.1225902292787,245
"6m","ehsmixed_center",TRUE,"LATE","all","gestage",0.0399354667420901,0.0280208636504916,0.15541921449511,55.1225902292787,245
"6m","ehsmixed_center",TRUE,"LATE","all","mf",0.0933018921672685,0.224098171626666,0.677536808971687,55.1225902292787,245
"6m","ehsmixed_center",TRUE,"LATE","all","poverty",0.0674481927088202,0.182252659988193,0.711654262026531,55.1225902292787,245
"6m","ehsmixed_center",TRUE,"LATE","short","Constant",-2.03532214842119,0.574319540683939,0.000473420499348633,57.5971412667955,245
"6m","ehsmixed_center",TRUE,"LATE","short","D",0.643383363441819,0.269538461205831,0.0177594428448362,57.5971412667955,245
"6m","ehsmixed_center",TRUE,"LATE","short","m_iq",0.0171220631253055,0.00659775053478778,0.0100353275130531,57.5971412667955,245
"6m","ehsmixed_center",TRUE,"LATE","short","m_age",-0.00164553652239541,0.00988283432368159,0.867899540703069,57.5971412667955,245
"6m","ehscenter",FALSE,"ITT","none","Constant",-0.242531230635508,0.0765481316119589,0.00165954384747028,NA,375
"6m","ehscenter",FALSE,"ITT","none","R",0.184036294371584,0.100167808288209,0.0669639369315216,NA,375
"6m","ehscenter",FALSE,"ITT","all","Constant",-3.17141016031555,1.19220639750199,0.00815775323617641,NA,375
"6m","ehscenter",FALSE,"ITT","all","R",0.182515183435554,0.0940853886489793,0.0531674768249208,NA,375
"6m","ehscenter",FALSE,"ITT","all","m_iq",0.0224363619386075,0.00601544213407543,0.000222281221256852,NA,375
"6m","ehscenter",FALSE,"ITT","all","black",-0.341722418289544,0.104118204108543,0.00113049606493712,NA,375
"6m","ehscenter",FALSE,"ITT","all","sex",-0.0897609044167657,0.0937244603532056,0.338846143435087,NA,375
"6m","ehscenter",FALSE,"ITT","all","m_age",-0.00639960001407904,0.00867394100217394,0.461115018093912,NA,375
"6m","ehscenter",FALSE,"ITT","all","m_edu_2",0.120713380641289,0.11694008679489,0.302634352869734,NA,375
"6m","ehscenter",FALSE,"ITT","all","m_edu_3",0.391298637861844,0.132174331102707,0.00327353124303599,NA,375
"6m","ehscenter",FALSE,"ITT","all","sibling",-0.0141138835768388,0.0520860109704225,0.786566096984259,NA,375
"6m","ehscenter",FALSE,"ITT","all","gestage",0.0286030884113746,0.0266297150065761,0.28348944854259,NA,375
"6m","ehscenter",FALSE,"ITT","all","mf",-0.0141763811646715,0.123047791050955,0.908342084435322,NA,375
"6m","ehscenter",FALSE,"ITT","all","poverty",0.00481812859340287,0.144803855940852,0.973474787606622,NA,375
"6m","ehscenter",FALSE,"ITT","short","Constant",-3.33280714811363,0.481302497210925,1.93611694785857e-11,NA,375
"6m","ehscenter",FALSE,"ITT","short","R",0.19221339499486,0.0949800512950559,0.0437149491772996,NA,375
"6m","ehscenter",FALSE,"ITT","short","m_iq",0.034777037028775,0.0053324810774173,2.27741453813818e-10,NA,375
"6m","ehscenter",FALSE,"ITT","short","m_age",-0.000141224032565064,0.00811932945508805,0.986131997920958,NA,375
"6m","ehscenter",FALSE,"LATE","none","Constant",-0.277833959220072,0.0900875921818172,0.00219423152474683,203.660712727273,375
"6m","ehscenter",FALSE,"LATE","none","D",0.305956981066219,0.16294181079612,0.0612013213560215,203.660712727273,375
"6m","ehscenter",FALSE,"LATE","all","Constant",-2.83610738639836,1.18977555952985,0.0176514136287249,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","D",0.307646458495214,0.157177933661,0.0510766249571596,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","m_iq",0.0204479471409056,0.00602117029094266,0.000759422353249705,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","black",-0.330089981182645,0.103231342462054,0.0015076081811023,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","sex",-0.0765342667941112,0.0930644650888938,0.411401058971837,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","m_age",-0.00835881939896264,0.0086332157065909,0.333581042834443,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","m_edu_2",0.0864345202284628,0.117652790743648,0.463022345588462,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","m_edu_3",0.334360627435017,0.136139620446286,0.0145166152942493,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","sibling",-0.0279303351362059,0.0524983132180422,0.595035191994029,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","gestage",0.0255029425017981,0.0264962159291317,0.33643288392426,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","mf",-0.0237203258639129,0.121802719135745,0.84570245788019,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","all","poverty",-0.000255757783595763,0.143620803197094,0.998580118046837,219.954229264616,375
"6m","ehscenter",FALSE,"LATE","short","Constant",-2.99207288384715,0.483329325411616,1.58948371195833e-09,225.045888167405,375
"6m","ehscenter",FALSE,"LATE","short","D",0.318819635515557,0.155549804045446,0.0411031295911937,225.045888167405,375
"6m","ehscenter",FALSE,"LATE","short","m_iq",0.0314481490373759,0.00548710235952131,2.06557506491332e-08,225.045888167405,375
"6m","ehscenter",FALSE,"LATE","short","m_age",-0.00377621591094855,0.00822860054126805,0.646565020220866,225.045888167405,375
"6m","ehscenter",TRUE,"ITT","none","Constant",-0.809954011135481,0.109504797339908,3.17804093379388e-11,NA,110
"6m","ehscenter",TRUE,"ITT","none","R",0.478164854941001,0.14137008547576,0.00100177018422578,NA,110
"6m","ehscenter",TRUE,"ITT","all","Constant",-2.80959944355519,1.89865413347306,0.14204318558868,NA,110
"6m","ehscenter",TRUE,"ITT","all","R",0.519376306922035,0.144158258426136,0.000490422056344428,NA,110
"6m","ehscenter",TRUE,"ITT","all","m_iq",0.021979174220203,0.00938601085944677,0.0211595538609624,NA,110
"6m","ehscenter",TRUE,"ITT","all","sex",-0.174013524345505,0.143274681899596,0.22737172662975,NA,110
"6m","ehscenter",TRUE,"ITT","all","m_age",-0.00142947144192325,0.0117359350098634,0.903297096051573,NA,110
"6m","ehscenter",TRUE,"ITT","all","sibling",0.0628300989652264,0.0849294447599946,0.461142491886649,NA,110
"6m","ehscenter",TRUE,"ITT","all","gestage",0.00509037757473484,0.0432639854433192,0.906571881970028,NA,110
"6m","ehscenter",TRUE,"ITT","all","mf",0.0587150300924844,0.285565539221189,0.837509691047148,NA,110
"6m","ehscenter",TRUE,"ITT","all","poverty",0.0826748315775519,0.239842584885732,0.731033243148976,NA,110
"6m","ehscenter",TRUE,"ITT","short","Constant",-2.81918717547772,0.80684052395832,0.000695389284389465,NA,110
"6m","ehscenter",TRUE,"ITT","short","R",0.53279026063202,0.14086667655384,0.000257540395028834,NA,110
"6m","ehscenter",TRUE,"ITT","short","m_iq",0.0234232413508606,0.00915942068371144,0.011964069265722,NA,110
"6m","ehscenter",TRUE,"ITT","short","m_age",0.000878576841013865,0.0110699814133664,0.936891388049702,NA,110
"6m","ehscenter",TRUE,"LATE","none","Constant",-0.935786867698903,0.144236132073541,2.70504042774769e-09,25.5659016393443,110
"6m","ehscenter",TRUE,"LATE","none","D",1.10732913775811,0.336547111831142,0.00135231486276191,25.5659016393443,110
"6m","ehscenter",TRUE,"LATE","all","Constant",-1.02899161823557,2.04610055688768,0.616126847320348,27.038962408117,110
"6m","ehscenter",TRUE,"LATE","all","D",1.17813525113067,0.345044884769725,0.000921387950028911,27.038962408117,110
"6m","ehscenter",TRUE,"LATE","all","m_iq",0.0171290620389126,0.00980342444179079,0.0836330042081613,27.038962408117,110
"6m","ehscenter",TRUE,"LATE","all","sex",-0.0718808454384932,0.15469292023939,0.643169406332768,27.038962408117,110
"6m","ehscenter",TRUE,"LATE","all","m_age",-0.0167094377825672,0.012695411350337,0.191093159455611,27.038962408117,110
"6m","ehscenter",TRUE,"LATE","all","sibling",-0.0652720092955621,0.100425870489207,0.517198722781116,27.038962408117,110
"6m","ehscenter",TRUE,"LATE","all","gestage",-0.0231838438523586,0.0470159007893332,0.623007802084449,27.038962408117,110
"6m","ehscenter",TRUE,"LATE","all","mf",-0.0591440273116985,0.301902794850031,0.845078754199552,27.038962408117,110
"6m","ehscenter",TRUE,"LATE","all","poverty",-0.0508178602305982,0.258354733569224,0.844459133557295,27.038962408117,110
"6m","ehscenter",TRUE,"LATE","short","Constant",-2.07481339924591,0.808500189630496,0.0116771430926453,30.298415481383,110
"6m","ehscenter",TRUE,"LATE","short","D",1.13925021838939,0.313325049781472,0.000429166816939723,30.298415481383,110
"6m","ehscenter",TRUE,"LATE","short","m_iq",0.0180194097984511,0.00943635243091392,0.058891514603587,30.298415481383,110
"6m","ehscenter",TRUE,"LATE","short","m_age",-0.0175964162404169,0.0120597503892938,0.14749384863639,30.298415481383,110
"6m","abc",FALSE,"ITT","none","Constant",-0.53365878,0.129518677572101,7.76012674984315e-05,NA,103
"6m","abc",FALSE,"ITT","none","R",0.972460534716981,0.18055647982304,4.71566498481054e-07,NA,103
"6m","abc",FALSE,"ITT","all","Constant",-3.54663967207747,1.90593000567588,0.0659951701241074,NA,103
"6m","abc",FALSE,"ITT","all","R",1.0502057137231,0.184063282763659,1.43026229775516e-07,NA,103
"6m","abc",FALSE,"ITT","all","m_iq",0.0264575289950457,0.00865529119678561,0.00293654496968251,NA,103
"6m","abc",FALSE,"ITT","all","black",-0.593301369560245,0.772226129689743,0.444298192889027,NA,103
"6m","abc",FALSE,"ITT","all","sex",-0.0403984156457792,0.185663852408201,0.828236486129252,NA,103
"6m","abc",FALSE,"ITT","all","m_age",0.0260233967949918,0.0313990075812354,0.409388003180159,NA,103
"6m","abc",FALSE,"ITT","all","m_edu_2",-0.451558221855,0.223916191615397,0.0466807099164235,NA,103
"6m","abc",FALSE,"ITT","all","m_edu_3",0.140592947669905,0.503950080683695,0.7808917492735,NA,103
"6m","abc",FALSE,"ITT","all","sibling",-0.0391824331749105,0.140675988084292,0.781237745529048,NA,103
"6m","abc",FALSE,"ITT","all","gestage",0.0246160080010838,0.0370873406916597,0.508540759830542,NA,103
"6m","abc",FALSE,"ITT","all","mf",0.141298723197011,0.235313087024361,0.549684838665341,NA,103
"6m","abc",FALSE,"ITT","all","poverty",-0.19402884873258,0.325654447104825,0.552779829396406,NA,103
"6m","abc",FALSE,"ITT","short","Constant",-2.97367851345937,0.765931099111487,0.000186684040276993,NA,103
"6m","abc",FALSE,"ITT","short","R",0.968003397201768,0.17359953444747,2.13549824861585e-07,NA,103
"6m","abc",FALSE,"ITT","short","m_iq",0.0246328484236951,0.00753335611128075,0.00148088839241203,NA,103
"6m","abc",FALSE,"ITT","short","m_age",0.0189260253764766,0.0178073479091077,0.290448751312352,NA,103
"6m","abc",FALSE,"LATE","none","Constant",-0.599708000427168,0.137033689754427,2.94592191708822e-05,358.903878761706,103
"6m","abc",FALSE,"LATE","none","D",1.1008203404528,0.202109551167638,3.62515245713313e-07,358.903878761706,103
"6m","abc",FALSE,"LATE","all","Constant",-4.27885549986105,1.88424306499295,0.0255142969663874,318.211430020511,103
"6m","abc",FALSE,"LATE","all","D",1.19262389430693,0.202627021614988,6.53284454096712e-08,318.211430020511,103
"6m","abc",FALSE,"LATE","all","m_iq",0.0307533138147202,0.00846935118997758,0.000466138320787864,318.211430020511,103
"6m","abc",FALSE,"LATE","all","black",-0.337514589631454,0.756044397580755,0.656353219699461,318.211430020511,103
"6m","abc",FALSE,"LATE","all","sex",-0.170453964822676,0.181278170236829,0.349558379632434,318.211430020511,103
"6m","abc",FALSE,"LATE","all","m_age",0.0433903966154342,0.0305981220641539,0.159584615464543,318.211430020511,103
"6m","abc",FALSE,"LATE","all","m_edu_2",-0.518970361290045,0.219401799455044,0.0201345223786223,318.211430020511,103
"6m","abc",FALSE,"LATE","all","m_edu_3",0.0805434732005471,0.48863092515255,0.869439470125687,318.211430020511,103
"6m","abc",FALSE,"LATE","all","sibling",-0.119862568091591,0.136627960227906,0.382638482404884,318.211430020511,103
"6m","abc",FALSE,"LATE","all","gestage",0.019934470753338,0.0358248928658514,0.5792746107343,318.211430020511,103
"6m","abc",FALSE,"LATE","all","mf",0.18194991990778,0.229255466745435,0.429460519916003,318.211430020511,103
"6m","abc",FALSE,"LATE","all","poverty",-0.0989454203924858,0.314854088893032,0.754044417527037,318.211430020511,103
"6m","abc",FALSE,"LATE","short","Constant",-3.32833032453146,0.756185689086982,2.71798060100055e-05,354.747752273262,103
"6m","abc",FALSE,"LATE","short","D",1.09579744711364,0.191262161915027,1.08860014165649e-07,354.747752273262,103
