"program_from","program_to","subsample","N","coefficient","pre_estimate","pre_dr_estimate","to_estimate","se","pre_dr_se","to_se","p_value","pre_dr_p_value","to_p_value"
"ehs-full","abc","FALSE",1267,0.304942436460958,0.248195097447302,0.217833019788896,0.269689493404063,0.237804193055859,0.146482652828621,0.132664819863889,0.1999633400242,0.136990805073907,0.0370000000000001
"ehs-full","abc","FALSE",1267,0.304942436460958,0.279381162683192,0.260636964455986,0.274840763026246,0.237804193055859,0.153635606740685,0.150698422149983,0.1999633400242,0.0897984259500825,0.0580000000000001
"ehs-full","abc","TRUE",348,0.610873794929641,0.360167310287214,0.308478170166417,0.378875937897429,0.401279348567248,0.261339047846172,0.226594370001714,0.128843410484534,0.237850961279248,0.0770000000000001
"ehsmixed_center","abc","FALSE",768,0.311334534794941,0.379857201411074,0.361047097380176,0.519351234899888,0.183701087640115,0.140641185197111,0.148545341049809,0.0905219457970219,0.0102538079900589,0.0030000000000001
"ehsmixed_center","abc","FALSE",768,0.311334534794941,0.396588573153537,0.39396701613992,0.390621392476759,0.183701087640115,0.142203604563938,0.1401795061896,0.0905219457970219,0.00559800546685921,0.0160000000000001
"ehsmixed_center","abc","TRUE",245,0.682918738015775,0.776445386333993,0.693605754716866,0.778047945304668,0.306227846041096,0.235449861404895,0.198782762809121,0.0266547745958725,0.00322042982770594,1e-16
"ehscenter","abc","FALSE",375,0.326754805161147,0.638019046023155,0.648602252172926,0.793435837208336,0.173490855505602,0.161380941757373,0.199525943426056,0.0604222960872265,5.84268509134472e-05,1e-16
"ehscenter","abc","FALSE",375,0.326754805161147,0.646414033257477,0.641357828367385,0.61732431231071,0.173490855505602,0.171696829301475,0.178113908260526,0.0604222960872265,0.000187410572631587,1e-16
"ehscenter","abc","TRUE",110,1.10732913775811,1.28602388417103,1.23122038590609,1.26981310416296,0.336547111831142,0.345528676134376,0.341232025247787,0.00135231486276191,0.000366229599272732,1e-16
"abc","abc","FALSE",103,1.1008203404528,1.18578213928389,1.18750595137563,1.18512343214427,0.202109551167638,0.208774382793494,0.183296418865249,3.62515245713313e-07,1.2854569155068e-08,1e-16
"abc","abc","FALSE",103,1.1008203404528,1.18920330160247,1.19033745929883,1.18822036058289,0.202109551167638,0.211875239815525,0.195336665222994,3.62515245713313e-07,1.93062560976269e-08,1e-16
"abc","abc","TRUE",98,1.06183275118708,1.17515553820266,1.16977919174956,1.17350651222213,0.204517181306776,0.226701439561791,0.203058116276334,1.16333752527623e-06,2.46951217905141e-07,1e-16
