"estimate","se","p_value"
0.071375948809306,0.0533392999653701,0.180847760951241
0.0736571025994397,0.0538164460865767,0.171101595823965
0.33386043487521,0.212771730316634,0.116624297258084
0.0757144724368956,0.0541992920899989,0.162424327393955
0.122468696721428,0.0919888874643031,0.183076406768931
0.141185239236253,0.0910362630384259,0.120933288761386
0.644009400865228,0.408887552707483,0.11524994975587
0.657873864438111,0.419746750569177,0.117041923586838
0.154291182776227,0.0689134618506011,0.0251616367979326
0.130713263203256,0.0691852625578804,0.0588486478248793
0.252584931654409,0.164253893348092,0.124104530523903
0.123751521837068,0.0693905408351024,0.0745202021627931
0.202893037902923,0.104163207463256,0.0514343684583423
0.236408727394273,0.102261569684801,0.0207884752778857
0.696099815304146,0.323973242440054,0.0316634508517268
0.621108299122235,0.301144668104784,0.0391609720167638
0.1901552120991,0.0964775392048601,0.0487262679815283
0.196340021423832,0.0963949895753218,0.0416672734423347
0.294054353738368,0.164456691600775,0.0737703286881684
0.200277359681807,0.0970804319708016,0.0391122087951947
0.676459154512845,0.164078557987671,3.74333542099148e-05
0.511580989983696,0.142009049613849,0.000315227868854517
1.18895036009539,0.358785676400747,0.000920314565299396
1.14147438085993,0.329832432298649,0.00053863161350276
1.00469253728781,0.210457273158612,1.80732394849947e-06
0.958162117853727,0.185088541011148,2.25751676685704e-07
1.16090021433073,0.204462047405501,1.36416260509975e-08
0.976908906375103,0.174149697540992,2.0280311208154e-08
0.934915615094374,0.217803313558518,1.76691219475611e-05
0.940362620185002,0.178623538155066,1.40575667773035e-07
1.06563121830995,0.203058613274006,1.53843082495442e-07
1.06364692338938,0.219132585394924,1.21058840152344e-06
