"participation","program","subsample","method","covariates","variable","coefficient","se","p_value","F_stat","N"
"18m","ehscenter",TRUE,"ITT","all","m_age",-0.00142947144192325,0.0117359350098634,0.903297096051573,NA,110
"18m","ehscenter",TRUE,"ITT","all","sibling",0.0628300989652264,0.0849294447599946,0.461142491886649,NA,110
"18m","ehscenter",TRUE,"ITT","all","gestage",0.00509037757473484,0.0432639854433192,0.906571881970028,NA,110
"18m","ehscenter",TRUE,"ITT","all","mf",0.0587150300924844,0.285565539221189,0.837509691047148,NA,110
"18m","ehscenter",TRUE,"ITT","all","poverty",0.0826748315775519,0.239842584885732,0.731033243148976,NA,110
"18m","ehscenter",TRUE,"ITT","short","Constant",-2.81918717547772,0.80684052395832,0.000695389284389465,NA,110
"18m","ehscenter",TRUE,"ITT","short","R",0.53279026063202,0.14086667655384,0.000257540395028834,NA,110
"18m","ehscenter",TRUE,"ITT","short","m_iq",0.0234232413508606,0.00915942068371144,0.011964069265722,NA,110
"18m","ehscenter",TRUE,"ITT","short","m_age",0.000878576841013865,0.0110699814133664,0.936891388049702,NA,110
"18m","ehscenter",TRUE,"LATE","none","Constant",-0.935786867698903,0.144236132073541,2.70504042774769e-09,25.5659016393443,110
"18m","ehscenter",TRUE,"LATE","none","D",1.10732913775811,0.336547111831142,0.00135231486276191,25.5659016393443,110
"18m","ehscenter",TRUE,"LATE","all","Constant",-1.02899161823557,2.04610055688768,0.616126847320348,27.038962408117,110
"18m","ehscenter",TRUE,"LATE","all","D",1.17813525113067,0.345044884769725,0.000921387950028911,27.038962408117,110
"18m","ehscenter",TRUE,"LATE","all","m_iq",0.0171290620389126,0.00980342444179079,0.0836330042081613,27.038962408117,110
"18m","ehscenter",TRUE,"LATE","all","sex",-0.0718808454384932,0.15469292023939,0.643169406332768,27.038962408117,110
"18m","ehscenter",TRUE,"LATE","all","m_age",-0.0167094377825672,0.012695411350337,0.191093159455611,27.038962408117,110
"18m","ehscenter",TRUE,"LATE","all","sibling",-0.0652720092955621,0.100425870489207,0.517198722781116,27.038962408117,110
"18m","ehscenter",TRUE,"LATE","all","gestage",-0.0231838438523586,0.0470159007893332,0.623007802084449,27.038962408117,110
"18m","ehscenter",TRUE,"LATE","all","mf",-0.0591440273116985,0.301902794850031,0.845078754199552,27.038962408117,110
"18m","ehscenter",TRUE,"LATE","all","poverty",-0.0508178602305982,0.258354733569224,0.844459133557295,27.038962408117,110
"18m","ehscenter",TRUE,"LATE","short","Constant",-2.07481339924591,0.808500189630496,0.0116771430926453,30.298415481383,110
"18m","ehscenter",TRUE,"LATE","short","D",1.13925021838939,0.313325049781472,0.000429166816939723,30.298415481383,110
"18m","ehscenter",TRUE,"LATE","short","m_iq",0.0180194097984511,0.00943635243091392,0.058891514603587,30.298415481383,110
"18m","ehscenter",TRUE,"LATE","short","m_age",-0.0175964162404169,0.0120597503892938,0.14749384863639,30.298415481383,110
"18m","abc",FALSE,"ITT","none","Constant",-0.53365878,0.129518677572101,7.76012674984315e-05,NA,103
"18m","abc",FALSE,"ITT","none","R",0.972460534716981,0.18055647982304,4.71566498481054e-07,NA,103
"18m","abc",FALSE,"ITT","all","Constant",-3.54663967207747,1.90593000567588,0.0659951701241074,NA,103
"18m","abc",FALSE,"ITT","all","R",1.0502057137231,0.184063282763659,1.43026229775516e-07,NA,103
"18m","abc",FALSE,"ITT","all","m_iq",0.0264575289950457,0.00865529119678561,0.00293654496968251,NA,103
"18m","abc",FALSE,"ITT","all","black",-0.593301369560245,0.772226129689743,0.444298192889027,NA,103
"18m","abc",FALSE,"ITT","all","sex",-0.0403984156457792,0.185663852408201,0.828236486129252,NA,103
"18m","abc",FALSE,"ITT","all","m_age",0.0260233967949918,0.0313990075812354,0.409388003180159,NA,103
"18m","abc",FALSE,"ITT","all","m_edu_2",-0.451558221855,0.223916191615397,0.0466807099164235,NA,103
"18m","abc",FALSE,"ITT","all","m_edu_3",0.140592947669905,0.503950080683695,0.7808917492735,NA,103
"18m","abc",FALSE,"ITT","all","sibling",-0.0391824331749105,0.140675988084292,0.781237745529048,NA,103
"18m","abc",FALSE,"ITT","all","gestage",0.0246160080010838,0.0370873406916597,0.508540759830542,NA,103
"18m","abc",FALSE,"ITT","all","mf",0.141298723197011,0.235313087024361,0.549684838665341,NA,103
"18m","abc",FALSE,"ITT","all","poverty",-0.19402884873258,0.325654447104825,0.552779829396406,NA,103
"18m","abc",FALSE,"ITT","short","Constant",-2.97367851345937,0.765931099111487,0.000186684040276993,NA,103
"18m","abc",FALSE,"ITT","short","R",0.968003397201768,0.17359953444747,2.13549824861585e-07,NA,103
"18m","abc",FALSE,"ITT","short","m_iq",0.0246328484236951,0.00753335611128075,0.00148088839241203,NA,103
"18m","abc",FALSE,"ITT","short","m_age",0.0189260253764766,0.0178073479091077,0.290448751312352,NA,103
"18m","abc",FALSE,"LATE","none","Constant",-0.599708000427168,0.137033689754427,2.94592191708822e-05,358.903878761706,103
"18m","abc",FALSE,"LATE","none","D",1.1008203404528,0.202109551167638,3.62515245713313e-07,358.903878761706,103
"18m","abc",FALSE,"LATE","all","Constant",-4.27885549986105,1.88424306499295,0.0255142969663874,318.211430020511,103
"18m","abc",FALSE,"LATE","all","D",1.19262389430693,0.202627021614988,6.53284454096712e-08,318.211430020511,103
"18m","abc",FALSE,"LATE","all","m_iq",0.0307533138147202,0.00846935118997758,0.000466138320787864,318.211430020511,103
"18m","abc",FALSE,"LATE","all","black",-0.337514589631454,0.756044397580755,0.656353219699461,318.211430020511,103
"18m","abc",FALSE,"LATE","all","sex",-0.170453964822676,0.181278170236829,0.349558379632434,318.211430020511,103
"18m","abc",FALSE,"LATE","all","m_age",0.0433903966154342,0.0305981220641539,0.159584615464543,318.211430020511,103
"18m","abc",FALSE,"LATE","all","m_edu_2",-0.518970361290045,0.219401799455044,0.0201345223786223,318.211430020511,103
"18m","abc",FALSE,"LATE","all","m_edu_3",0.0805434732005471,0.48863092515255,0.869439470125687,318.211430020511,103
"18m","abc",FALSE,"LATE","all","sibling",-0.119862568091591,0.136627960227906,0.382638482404884,318.211430020511,103
"18m","abc",FALSE,"LATE","all","gestage",0.019934470753338,0.0358248928658514,0.5792746107343,318.211430020511,103
"18m","abc",FALSE,"LATE","all","mf",0.18194991990778,0.229255466745435,0.429460519916003,318.211430020511,103
"18m","abc",FALSE,"LATE","all","poverty",-0.0989454203924858,0.314854088893032,0.754044417527037,318.211430020511,103
"18m","abc",FALSE,"LATE","short","Constant",-3.32833032453146,0.756185689086982,2.71798060100055e-05,354.747752273262,103
"18m","abc",FALSE,"LATE","short","D",1.09579744711364,0.191262161915027,1.08860014165649e-07,354.747752273262,103
"18m","abc",FALSE,"LATE","short","m_iq",0.0274275629730715,0.0073344107782922,0.000308891156975884,354.747752273262,103
