"program_from","program_to","subsample","N","coefficient","pre_estimate","pre_dr_estimate","to_estimate","se","pre_dr_se","to_se","p_value","pre_dr_p_value","to_p_value"
"ehs-full","abc","FALSE",1267,0.0728218240002761,0.0877497996571297,0.0811635627104951,0.0656597387915781,0.0567524477385793,0.0543443932378134,0.0546131951958902,0.199675044976949,0.135305336713694,0.262
"ehs-full","abc","FALSE",1267,0.0728218240002761,0.0634689438010336,0.0566188928040338,0.0439313693265615,0.0567524477385793,0.0566132661330857,0.0621137908551575,0.199675044976949,0.317262412351697,0.461
"ehs-full","abc","TRUE",348,0.142709759188846,0.157729596910931,0.153212021783118,0.145520569373476,0.0915193310191637,0.0954432948010189,0.0860648577920488,0.119830082928766,0.108434942376357,0.131
"ehsmixed_center","abc","FALSE",768,0.123288602841152,0.113704757821889,0.119415696693914,0.127393707863444,0.0732159896826092,0.0704672098047267,0.0664354165730454,0.0926078870193603,0.0901460392351048,0.0450000000000001
"ehsmixed_center","abc","FALSE",768,0.123288602841152,0.102421582422873,0.0995899675800207,0.103522637320616,0.0732159896826092,0.07404213504756,0.0732460109326648,0.0926078870193603,0.178610859736757,0.12
"ehsmixed_center","abc","TRUE",245,0.22690996530225,0.237622497460341,0.239654088307055,0.245605767390439,0.101160477791405,0.111339053910936,0.0940418869417433,0.0257942025166221,0.0313602744105745,0.0080000000000001
"ehscenter","abc","FALSE",375,0.184036294371582,0.182660807591361,0.18451222883425,0.231505839799283,0.100167808288208,0.0990521220678571,0.0898834469328806,0.0669639369315227,0.0624933431079817,1e-16
"ehscenter","abc","FALSE",375,0.184036294371582,0.198949291245437,0.184463224774943,0.218264084055586,0.100167808288208,0.104308692488084,0.103061625915353,0.0669639369315227,0.0769880781105867,0.0340000000000001
"ehscenter","abc","TRUE",110,0.478164854941002,0.501663044516009,0.513426449428105,0.501589039181925,0.141370085475761,0.147328723944312,0.136331832089293,0.00100177018422577,0.000492313762295827,1e-16
"abc","abc","FALSE",103,0.972460534716981,1.00406182681811,1.00697378039185,1.00159220862279,0.18055647982304,0.181818576271327,0.161285869732782,4.71566498481054e-07,3.05345445978344e-08,1e-16
"abc","abc","FALSE",103,0.972460534716981,0.993831978150644,0.997274448279189,0.991049375592369,0.18055647982304,0.186493726678495,0.16762743745388,4.71566498481054e-07,8.91794060736658e-08,1e-16
"abc","abc","TRUE",98,0.931758239166668,0.958856128581059,0.949091791422839,0.952258718500437,0.181592598815628,0.192923787015307,0.171423053525974,1.50032938128263e-06,8.67581677611597e-07,1e-16
