"program","N","p_nh","p_ch","nh_share","p_hh","p_cc","p_nn"
"ehs-full",1266,0.161620057859209,0.0566619494295483,0.740418598246661,0.0201680672268908,0.417287630402384,0.344262295081967
"ehs-full",348,0.147491063153714,0.0536872765788429,0.733135899967094,0.0240963855421687,0.494505494505495,0.28021978021978
"ehsmixed_center",767,0.233115067185049,0.128797489939295,0.644119864304561,0.0331491712707182,0.409876543209877,0.195061728395062
"ehsmixed_center",245,0.143896901709402,0.142227564102564,0.50291715285881,0.0341880341880342,0.421875,0.2578125
"ehscenter",375,0.223744292237443,0.320337197049526,0.411233053582957,0.0769230769230769,0.269406392694064,0.10958904109589
"ehscenter",110,0.189393939393939,0.174242424242424,0.520833333333333,0.0909090909090909,0.348484848484849,0.196969696969697
"abc",103,0.582264150943396,0.301132075471698,0.65912003417343,0.06,0.0188679245283019,0.0377358490566038
"abc",98,0.605833333333333,0.271666666666667,0.690408357075024,0.0625,0.02,0.04
