"program","N","p_nh","p_ch","nh_share","p_hh","p_cc","p_nn"
"ehs-full",1266,0.161620057859209,0.10970957682626,0.595659438551792,0.038655462184874,0.34575260804769,0.344262295081967
"ehs-full",348,0.147491063153714,0.11147888256322,0.569529652351738,0.0542168674698795,0.406593406593407,0.28021978021978
"ehsmixed_center",767,0.233115067185049,0.211990996521383,0.52372925509907,0.06353591160221,0.296296296296296,0.195061728395062
"ehsmixed_center",245,0.143896901709402,0.216680021367521,0.399074074074074,0.0769230769230769,0.3046875,0.2578125
"ehscenter",375,0.223744292237443,0.352125043905866,0.388533089356511,0.141025641025641,0.17351598173516,0.10958904109589
"ehscenter",110,0.189393939393939,0.189393939393939,0.5,0.181818181818182,0.242424242424242,0.196969696969697
"abc",103,0.321132075471698,0.562264150943396,0.363519863306279,0.06,0.0377358490566038,0.0188679245283019
"abc",98,0.334166666666667,0.543333333333333,0.380816714150048,0.0625,0.04,0.02
