"program_from","program_to","subsample","N","coefficient","pre_estimate","pre_dr_estimate","to_estimate","se","pre_dr_se","to_se","p_value","pre_dr_p_value","to_p_value"
"ehs-full","abc","FALSE",1266,0.266977932936872,0.193636211020556,0.216256301276914,0.202733213219461,0.209666191842406,0.140703834180978,0.153089781928116,0.203128858476619,0.12430286775993,0.185411204844775
"ehs-full","abc","FALSE",1266,0.266977932936872,0.198398692235336,0.224513746100201,0.191772604949762,0.209666191842406,0.146485260188705,0.129765804571281,0.203128858476619,0.125356877586836,0.139451623496592
"ehs-full","abc","TRUE",348,0.551066876867769,0.278111316039595,0.24907585650119,0.279250116157101,0.36347626720342,0.322661882307619,0.250711980263302,0.130406757465106,0.440149518649734,0.26535282389681
"ehsmixed_center","abc","FALSE",767,0.276339764609551,0.302978084762308,0.299536004249629,0.465699471984331,0.163880317460787,0.137877026476745,0.161739079868495,0.092159419673625,0.0298189728475915,0.00398526658191829
"ehsmixed_center","abc","FALSE",767,0.276339764609551,0.284777678901568,0.300795715251322,0.278160891362062,0.163880317460787,0.142162508132759,0.129351014343386,0.092159419673625,0.0343568654288674,0.0315208572584495
"ehsmixed_center","abc","TRUE",245,0.629296970438238,0.652649317853546,0.617205513312825,0.652863150709703,0.28422010565995,0.266400637916674,0.22651884227463,0.0277494608196396,0.0205128870723211,0.00394961314014521
"ehscenter","abc","FALSE",375,0.319579951250931,0.605513667262618,0.608840645812139,0.989374324300981,0.170357484555369,0.164197162059902,0.317207236180467,0.0614446647990022,0.000208914868013683,0.00181456341713965
"ehscenter","abc","FALSE",375,0.319579951250931,0.591374180091569,0.567695283118005,0.539576959803132,0.170357484555369,0.176326651111266,0.192525515425955,0.0614446647990022,0.00128384822796174,0.00506884573933412
"ehscenter","abc","TRUE",110,1.26235521704424,1.40503898459633,1.24821566684951,1.40457125134885,0.405606091002303,0.38930545640358,0.379308613636457,0.00237606794280075,0.00134471040684088,0.000213083810190368
"abc","abc","FALSE",103,1.1008203404528,1.18838636884678,1.19461266069859,1.18826746806382,0.202109551167638,0.211413410131476,0.180588376156836,3.62515245713322e-07,1.59888559001814e-08,4.70519182044273e-11
"abc","abc","FALSE",103,1.1008203404528,1.21315920652833,1.21680389581405,1.21304778659481,0.202109551167638,0.215539144217097,0.218287044490001,3.62515245713322e-07,1.64801144896217e-08,2.74258719118907e-08
"abc","abc","TRUE",98,1.06183275118708,1.15839161855483,1.15081608835951,1.15840163768898,0.204517181306776,0.225537847033701,0.194797956267797,1.16333752527623e-06,3.35123294991031e-07,2.73631082929282e-09
