"participation","program","subsample","method","covariates","variable","coefficient","se","p_value","F_stat","N"
"1m","ehs-full",TRUE,"LATE","none","D",0.551066876867767,0.36347626720342,0.130406757465107,42.2685530219149,348
"1m","ehs-full",TRUE,"LATE","all","Constant",-3.18641953586149,1.22239927055141,0.00954580776460782,41.3347657576373,348
"1m","ehs-full",TRUE,"LATE","all","D",0.524208873757356,0.359904536541021,0.146173932628184,41.3347657576373,348
"1m","ehs-full",TRUE,"LATE","all","m_iq",0.0235554723891669,0.0060946083737067,0.000133143433765369,41.3347657576373,348
"1m","ehs-full",TRUE,"LATE","all","sex",-0.15369479288092,0.0961308316402529,0.110794733974444,41.3347657576373,348
"1m","ehs-full",TRUE,"LATE","all","m_age",-0.00263159880567156,0.00953307448236763,0.782678386135293,41.3347657576373,348
"1m","ehs-full",TRUE,"LATE","all","sibling",-0.0553906110081818,0.0399967719106933,0.167000782863947,41.3347657576373,348
"1m","ehs-full",TRUE,"LATE","all","gestage",0.0252736626563368,0.0271453416115891,0.352490404873399,41.3347657576373,348
"1m","ehs-full",TRUE,"LATE","all","mf",-0.0385587286567343,0.20640912007672,0.85192347495804,41.3347657576373,348
"1m","ehs-full",TRUE,"LATE","all","poverty",-0.0919528526837275,0.182522799825952,0.614737368438226,41.3347657576373,348
"1m","ehs-full",TRUE,"LATE","short","Constant",-2.35616822564451,0.543883668447903,1.94053705483195e-05,43.1832618100342,348
"1m","ehs-full",TRUE,"LATE","short","D",0.550154598343458,0.353167368130585,0.120206552467005,43.1832618100342,348
"1m","ehs-full",TRUE,"LATE","short","m_iq",0.0242127493590648,0.00605868762483016,7.87228206168527e-05,43.1832618100342,348
"1m","ehs-full",TRUE,"LATE","short","m_age",-0.00448822642983511,0.00892822444107663,0.615496248977542,43.1832618100342,348
"1m","ehsmixed_center",FALSE,"ITT","none","Constant",-0.1534844077224,0.0531683078844075,0.00400178620526185,NA,768
"1m","ehsmixed_center",FALSE,"ITT","none","R",0.123288602841151,0.0732159896826093,0.0926078870193629,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","Constant",-4.60245171312526,0.813897291731209,2.21229574007518e-08,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","R",0.131665998828375,0.0671654202374601,0.050324802298471,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","m_iq",0.0248464658998218,0.00408783445403549,1.92730726635664e-09,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","black",-0.380467330165984,0.0736313485391662,3.0434997494892e-07,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","sex",-0.178341253422532,0.0673048361260177,0.00822335402557073,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","m_age",0.00118769723003129,0.00667099637788057,0.858740076646109,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","m_edu_2",0.0105348856949281,0.0872803890605176,0.903959434945619,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","m_edu_3",0.259939509186172,0.0987304386033138,0.00864082103861542,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","sibling",-0.0244241908814037,0.031097720472626,0.432464370871671,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","gestage",0.0611028875859918,0.017882301458972,0.000667136892245462,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","mf",0.00888852622912464,0.0913402810134799,0.922504238056105,NA,768
"1m","ehsmixed_center",FALSE,"ITT","all","poverty",-0.032742203739728,0.104459610407783,0.754030068208025,NA,768
"1m","ehsmixed_center",FALSE,"ITT","short","Constant",-3.46255472266223,0.334838421596254,1.50902971426267e-23,NA,768
"1m","ehsmixed_center",FALSE,"ITT","short","R",0.127641208405649,0.068965522383001,0.0645845173015275,NA,768
"1m","ehsmixed_center",FALSE,"ITT","short","m_iq",0.0350398923328536,0.00373140006452434,6.70303367756806e-20,NA,768
"1m","ehsmixed_center",FALSE,"ITT","short","m_age",0.00799514804332889,0.00616448508425877,0.195033282912647,NA,768
"1m","ehsmixed_center",FALSE,"LATE","none","Constant",-0.170740588385119,0.0606792061836729,0.00502108492369049,244.920251319618,768
"1m","ehsmixed_center",FALSE,"LATE","none","D",0.272347546981185,0.16083750698911,0.0908033043113325,244.920251319618,768
"1m","ehsmixed_center",FALSE,"LATE","all","Constant",-4.36368577178632,0.818737819555034,1.29919853183157e-07,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","D",0.292870663666087,0.149688206871453,0.0507695878729683,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","m_iq",0.0236645451940704,0.00412561662490529,1.40192961534561e-08,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","black",-0.381828838332679,0.0737785814146357,2.91806284427575e-07,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","sex",-0.172276368647806,0.0674872818401721,0.0108838344729368,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","m_age",7.20317391202845e-05,0.00671414895695479,0.9914430098516,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","m_edu_2",-0.00303928778284216,0.0878050229324254,0.972396631842401,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","m_edu_3",0.23084629798939,0.100653128111762,0.022093729101706,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","sibling",-0.0244123314977786,0.0311575848770758,0.433572089345998,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","gestage",0.0580373385127718,0.0179857833234061,0.00130556217373576,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","mf",0.0200432621685535,0.0918637132819786,0.827344039457638,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","all","poverty",-0.0273679854247701,0.104583244573759,0.793634706742309,245.927753050426,768
"1m","ehsmixed_center",FALSE,"LATE","short","Constant",-3.31206415214594,0.335552283025907,1.04108121888748e-21,249.904128353289,768
"1m","ehsmixed_center",FALSE,"LATE","short","D",0.282452782676448,0.152625127037894,0.0646085050931749,249.904128353289,768
"1m","ehsmixed_center",FALSE,"LATE","short","m_iq",0.0335592163380258,0.00380341171320917,7.46772980955783e-18,249.904128353289,768
"1m","ehsmixed_center",FALSE,"LATE","short","m_age",0.00635554492750974,0.00625481517882861,0.309901364347513,249.904128353289,768
"1m","ehsmixed_center",TRUE,"ITT","none","Constant",-0.590136516120376,0.0731194329169641,3.22292397315452e-14,NA,245
"1m","ehsmixed_center",TRUE,"ITT","none","R",0.22690996530225,0.101160477791405,0.0257942025166222,NA,245
"1m","ehsmixed_center",TRUE,"ITT","all","Constant",-3.93811723506503,1.25775891430389,0.00196160850038588,NA,245
"1m","ehsmixed_center",TRUE,"ITT","all","R",0.219926791084649,0.0997331606540005,0.0284084596014114,NA,245
"1m","ehsmixed_center",TRUE,"ITT","all","m_iq",0.0175886803355687,0.00653776391054459,0.0076484028342647,NA,245
"1m","ehsmixed_center",TRUE,"ITT","all","sex",-0.257083377499878,0.10050513079797,0.0111563914221631,NA,245
"1m","ehsmixed_center",TRUE,"ITT","all","m_age",0.0066635622625507,0.00987716410359015,0.500562787255469,NA,245
"1m","ehsmixed_center",TRUE,"ITT","all","sibling",-0.00764069236530986,0.0409907424148924,0.852290876217545,NA,245
"1m","ehsmixed_center",TRUE,"ITT","all","gestage",0.0472705849342043,0.0273741456726167,0.0855061199045838,NA,245
"1m","ehsmixed_center",TRUE,"ITT","all","mf",0.0254301908962526,0.220010842369031,0.90807888379829,NA,245
"1m","ehsmixed_center",TRUE,"ITT","all","poverty",0.113021226352383,0.177177959335474,0.524159400565177,NA,245
"1m","ehsmixed_center",TRUE,"ITT","short","Constant",-2.21539146749957,0.573125406867077,0.000142638822645761,NA,245
"1m","ehsmixed_center",TRUE,"ITT","short","R",0.241823263180671,0.100057373969056,0.0163993274765048,NA,245
"1m","ehsmixed_center",TRUE,"ITT","short","m_iq",0.0179302664928904,0.00652217746929433,0.00642805751520091,NA,245
"1m","ehsmixed_center",TRUE,"ITT","short","m_age",0.00548003585615586,0.00940407509697894,0.560619957818895,NA,245
"1m","ehsmixed_center",TRUE,"LATE","none","Constant",-0.638543975384856,0.0911393087619121,2.39297958407207e-11,48.5137533274179,245
"1m","ehsmixed_center",TRUE,"LATE","none","D",0.62929697043824,0.284220105659951,0.0277494608196391,48.5137533274179,245
"1m","ehsmixed_center",TRUE,"LATE","all","Constant",-3.32444920857059,1.30282690674116,0.0113510975493842,49.0878484035138,245
"1m","ehsmixed_center",TRUE,"LATE","all","D",0.60698599014141,0.281227443384414,0.0319099690564316,49.0878484035138,245
"1m","ehsmixed_center",TRUE,"LATE","all","m_iq",0.0161536195053028,0.00668320660157773,0.0164064078432596,49.0878484035138,245
"1m","ehsmixed_center",TRUE,"LATE","all","sex",-0.208062623775277,0.10629080479037,0.0514692031111654,49.0878484035138,245
"1m","ehsmixed_center",TRUE,"LATE","all","m_age",-0.00153815579825602,0.0106264241501302,0.885033218016517,49.0878484035138,245
"1m","ehsmixed_center",TRUE,"LATE","all","sibling",-0.00976692730767051,0.0418949833967795,0.815863461841435,49.0878484035138,245
"1m","ehsmixed_center",TRUE,"LATE","all","gestage",0.0371751686329149,0.0284670957016083,0.192858173377122,49.0878484035138,245
"1m","ehsmixed_center",TRUE,"LATE","all","mf",0.107233551409935,0.226750530727552,0.636711458580213,49.0878484035138,245
"1m","ehsmixed_center",TRUE,"LATE","all","poverty",0.079694837694919,0.182797998356531,0.663255455880489,49.0878484035138,245
"1m","ehsmixed_center",TRUE,"LATE","short","Constant",-1.96051689848446,0.579587265499093,0.000837763130414529,51.0050152749339,245
"1m","ehsmixed_center",TRUE,"LATE","short","D",0.658931390742628,0.278381791497568,0.0187238202237706,51.0050152749339,245
"1m","ehsmixed_center",TRUE,"LATE","short","m_iq",0.0160899042193011,0.00667111820685482,0.0166191217563668,51.0050152749339,245
"1m","ehsmixed_center",TRUE,"LATE","short","m_age",-0.00190885141158926,0.00999682300256035,0.84872881277898,51.0050152749339,245
"1m","ehscenter",FALSE,"ITT","none","Constant",-0.242531230635508,0.0765481316119589,0.00165954384747028,NA,375
"1m","ehscenter",FALSE,"ITT","none","R",0.184036294371584,0.100167808288209,0.0669639369315216,NA,375
"1m","ehscenter",FALSE,"ITT","all","Constant",-3.17141016031555,1.19220639750199,0.00815775323617641,NA,375
"1m","ehscenter",FALSE,"ITT","all","R",0.182515183435554,0.0940853886489793,0.0531674768249208,NA,375
"1m","ehscenter",FALSE,"ITT","all","m_iq",0.0224363619386075,0.00601544213407543,0.000222281221256852,NA,375
"1m","ehscenter",FALSE,"ITT","all","black",-0.341722418289544,0.104118204108543,0.00113049606493712,NA,375
"1m","ehscenter",FALSE,"ITT","all","sex",-0.0897609044167657,0.0937244603532056,0.338846143435087,NA,375
"1m","ehscenter",FALSE,"ITT","all","m_age",-0.00639960001407904,0.00867394100217394,0.461115018093912,NA,375
"1m","ehscenter",FALSE,"ITT","all","m_edu_2",0.120713380641289,0.11694008679489,0.302634352869734,NA,375
"1m","ehscenter",FALSE,"ITT","all","m_edu_3",0.391298637861844,0.132174331102707,0.00327353124303599,NA,375
"1m","ehscenter",FALSE,"ITT","all","sibling",-0.0141138835768388,0.0520860109704225,0.786566096984259,NA,375
"1m","ehscenter",FALSE,"ITT","all","gestage",0.0286030884113746,0.0266297150065761,0.28348944854259,NA,375
"1m","ehscenter",FALSE,"ITT","all","mf",-0.0141763811646715,0.123047791050955,0.908342084435322,NA,375
"1m","ehscenter",FALSE,"ITT","all","poverty",0.00481812859340287,0.144803855940852,0.973474787606622,NA,375
"1m","ehscenter",FALSE,"ITT","short","Constant",-3.33280714811363,0.481302497210925,1.93611694785857e-11,NA,375
"1m","ehscenter",FALSE,"ITT","short","R",0.19221339499486,0.0949800512950559,0.0437149491772996,NA,375
"1m","ehscenter",FALSE,"ITT","short","m_iq",0.034777037028775,0.0053324810774173,2.27741453813818e-10,NA,375
"1m","ehscenter",FALSE,"ITT","short","m_age",-0.000141224032565064,0.00811932945508805,0.986131997920958,NA,375
"1m","ehscenter",FALSE,"LATE","none","Constant",-0.287245646484338,0.0944424659062421,0.00252059197658005,181.994509059438,375
"1m","ehscenter",FALSE,"LATE","none","D",0.317065857837155,0.169011666812353,0.0614360467461034,181.994509059438,375
"1m","ehscenter",FALSE,"LATE","all","Constant",-2.80060439879791,1.19264091789843,0.019398458267097,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","D",0.319734970614298,0.163430757404956,0.0511851682712615,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","m_iq",0.020378489150201,0.00602915817932024,0.000803644928234079,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","black",-0.336952044477346,0.103214799079103,0.00120051626717043,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","sex",-0.074087139390719,0.0931942103852318,0.427147063642086,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","m_age",-0.00875005075023126,0.00865842915492466,0.312889774202849,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","m_edu_2",0.0832244355835223,0.118004337179126,0.481097074676351,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","m_edu_3",0.333211362394739,0.136369386169367,0.0150233675919353,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","sibling",-0.0301262770161462,0.0527480813707473,0.568261532995807,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","gestage",0.0248189552386976,0.0265442120603121,0.350407595831691,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","mf",-0.0198964243825067,0.121896523024294,0.870432990598641,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","all","poverty",0.00417433023301122,0.143593067877344,0.976824294967732,194.14433981567,375
"1m","ehscenter",FALSE,"LATE","short","Constant",-2.99651679199669,0.483343404820797,1.50915824107335e-09,200.14858664896,375
"1m","ehscenter",FALSE,"LATE","short","D",0.330493044986785,0.161407874261425,0.0413064309885618,200.14858664896,375
"1m","ehscenter",FALSE,"LATE","short","m_iq",0.0315041790155602,0.00548498688408587,1.93102771731871e-08,200.14858664896,375
"1m","ehscenter",FALSE,"LATE","short","m_age",-0.0042388182216565,0.00829081852728913,0.609468551523919,200.14858664896,375
"1m","ehscenter",TRUE,"ITT","none","Constant",-0.809954011135481,0.109504797339908,3.17804093379388e-11,NA,110
"1m","ehscenter",TRUE,"ITT","none","R",0.478164854941001,0.14137008547576,0.00100177018422578,NA,110
"1m","ehscenter",TRUE,"ITT","all","Constant",-2.80959944355519,1.89865413347306,0.14204318558868,NA,110
"1m","ehscenter",TRUE,"ITT","all","R",0.519376306922035,0.144158258426136,0.000490422056344428,NA,110
"1m","ehscenter",TRUE,"ITT","all","m_iq",0.021979174220203,0.00938601085944677,0.0211595538609624,NA,110
"1m","ehscenter",TRUE,"ITT","all","sex",-0.174013524345505,0.143274681899596,0.22737172662975,NA,110
"1m","ehscenter",TRUE,"ITT","all","m_age",-0.00142947144192325,0.0117359350098634,0.903297096051573,NA,110
"1m","ehscenter",TRUE,"ITT","all","sibling",0.0628300989652264,0.0849294447599946,0.461142491886649,NA,110
"1m","ehscenter",TRUE,"ITT","all","gestage",0.00509037757473484,0.0432639854433192,0.906571881970028,NA,110
"1m","ehscenter",TRUE,"ITT","all","mf",0.0587150300924844,0.285565539221189,0.837509691047148,NA,110
"1m","ehscenter",TRUE,"ITT","all","poverty",0.0826748315775519,0.239842584885732,0.731033243148976,NA,110
"1m","ehscenter",TRUE,"ITT","short","Constant",-2.81918717547772,0.80684052395832,0.000695389284389465,NA,110
"1m","ehscenter",TRUE,"ITT","short","R",0.53279026063202,0.14086667655384,0.000257540395028834,NA,110
"1m","ehscenter",TRUE,"ITT","short","m_iq",0.0234232413508606,0.00915942068371144,0.011964069265722,NA,110
"1m","ehscenter",TRUE,"ITT","short","m_age",0.000878576841013865,0.0110699814133664,0.936891388049702,NA,110
"1m","ehscenter",TRUE,"LATE","none","Constant",-1.03947314150716,0.18220276789749,1.02818969420552e-07,17.9401993355482,110
"1m","ehscenter",TRUE,"LATE","none","D",1.26235521704424,0.405606091002303,0.00237606794280072,17.9401993355482,110
"1m","ehscenter",TRUE,"LATE","all","Constant",-0.4553101982121,2.225595274926,0.83831271050831,18.8121945853494,110
"1m","ehscenter",TRUE,"LATE","all","D",1.35131653366551,0.42192586745224,0.0018211859722712,18.8121945853494,110
"1m","ehscenter",TRUE,"LATE","all","m_iq",0.0168077012444386,0.0104520677580908,0.110940564281214,18.8121945853494,110
"1m","ehscenter",TRUE,"LATE","all","sex",0.00279695411966488,0.171401369900126,0.987012765513504,18.8121945853494,110
"1m","ehscenter",TRUE,"LATE","all","m_age",-0.0197244958212287,0.0137955681106863,0.155868975265373,18.8121945853494,110
"1m","ehscenter",TRUE,"LATE","all","sibling",-0.0938359330883583,0.111443593256224,0.401775147433173,18.8121945853494,110
"1m","ehscenter",TRUE,"LATE","all","gestage",-0.0388057604702638,0.0515623120682898,0.453441252835923,18.8121945853494,110
"1m","ehscenter",TRUE,"LATE","all","mf",-0.0116341735428788,0.321102047620047,0.971168874083647,18.8121945853494,110
"1m","ehscenter",TRUE,"LATE","all","poverty",-0.0351786147097488,0.274451788616548,0.898263178996737,18.8121945853494,110
"1m","ehscenter",TRUE,"LATE","short","Constant",-2.05932376464118,0.855163767330092,0.0177621992266562,21.6015319191835,110
"1m","ehscenter",TRUE,"LATE","short","D",1.28464963984854,0.373753120001724,0.000840935879116705,21.6015319191835,110
"1m","ehscenter",TRUE,"LATE","short","m_iq",0.017209589395309,0.00998901307016181,0.0878314673185979,21.6015319191835,110
"1m","ehscenter",TRUE,"LATE","short","m_age",-0.0198595725631002,0.0129801394055899,0.128996400228449,21.6015319191835,110
"1m","abc",FALSE,"ITT","none","Constant",-0.53365878,0.129518677572101,7.76012674984315e-05,NA,103
"1m","abc",FALSE,"ITT","none","R",0.972460534716981,0.18055647982304,4.71566498481054e-07,NA,103
"1m","abc",FALSE,"ITT","all","Constant",-3.54663967207747,1.90593000567588,0.0659951701241074,NA,103
"1m","abc",FALSE,"ITT","all","R",1.0502057137231,0.184063282763659,1.43026229775516e-07,NA,103
"1m","abc",FALSE,"ITT","all","m_iq",0.0264575289950457,0.00865529119678561,0.00293654496968251,NA,103
"1m","abc",FALSE,"ITT","all","black",-0.593301369560245,0.772226129689743,0.444298192889027,NA,103
"1m","abc",FALSE,"ITT","all","sex",-0.0403984156457792,0.185663852408201,0.828236486129252,NA,103
"1m","abc",FALSE,"ITT","all","m_age",0.0260233967949918,0.0313990075812354,0.409388003180159,NA,103
"1m","abc",FALSE,"ITT","all","m_edu_2",-0.451558221855,0.223916191615397,0.0466807099164235,NA,103
"1m","abc",FALSE,"ITT","all","m_edu_3",0.140592947669905,0.503950080683695,0.7808917492735,NA,103
"1m","abc",FALSE,"ITT","all","sibling",-0.0391824331749105,0.140675988084292,0.781237745529048,NA,103
"1m","abc",FALSE,"ITT","all","gestage",0.0246160080010838,0.0370873406916597,0.508540759830542,NA,103
"1m","abc",FALSE,"ITT","all","mf",0.141298723197011,0.235313087024361,0.549684838665341,NA,103
"1m","abc",FALSE,"ITT","all","poverty",-0.19402884873258,0.325654447104825,0.552779829396406,NA,103
"1m","abc",FALSE,"ITT","short","Constant",-2.97367851345937,0.765931099111487,0.000186684040276993,NA,103
"1m","abc",FALSE,"ITT","short","R",0.968003397201768,0.17359953444747,2.13549824861585e-07,NA,103
"1m","abc",FALSE,"ITT","short","m_iq",0.0246328484236951,0.00753335611128075,0.00148088839241203,NA,103
"1m","abc",FALSE,"ITT","short","m_age",0.0189260253764766,0.0178073479091077,0.290448751312352,NA,103
"1m","abc",FALSE,"LATE","none","Constant",-0.599708000427168,0.137033689754427,2.94592191708822e-05,358.903878761706,103
"1m","abc",FALSE,"LATE","none","D",1.1008203404528,0.202109551167638,3.62515245713313e-07,358.903878761706,103
"1m","abc",FALSE,"LATE","all","Constant",-4.27885549986105,1.88424306499295,0.0255142969663874,318.211430020511,103
"1m","abc",FALSE,"LATE","all","D",1.19262389430693,0.202627021614988,6.53284454096712e-08,318.211430020511,103
"1m","abc",FALSE,"LATE","all","m_iq",0.0307533138147202,0.00846935118997758,0.000466138320787864,318.211430020511,103
"1m","abc",FALSE,"LATE","all","black",-0.337514589631454,0.756044397580755,0.656353219699461,318.211430020511,103
"1m","abc",FALSE,"LATE","all","sex",-0.170453964822676,0.181278170236829,0.349558379632434,318.211430020511,103
"1m","abc",FALSE,"LATE","all","m_age",0.0433903966154342,0.0305981220641539,0.159584615464543,318.211430020511,103
"1m","abc",FALSE,"LATE","all","m_edu_2",-0.518970361290045,0.219401799455044,0.0201345223786223,318.211430020511,103
"1m","abc",FALSE,"LATE","all","m_edu_3",0.0805434732005471,0.48863092515255,0.869439470125687,318.211430020511,103
"1m","abc",FALSE,"LATE","all","sibling",-0.119862568091591,0.136627960227906,0.382638482404884,318.211430020511,103
"1m","abc",FALSE,"LATE","all","gestage",0.019934470753338,0.0358248928658514,0.5792746107343,318.211430020511,103
"1m","abc",FALSE,"LATE","all","mf",0.18194991990778,0.229255466745435,0.429460519916003,318.211430020511,103
"1m","abc",FALSE,"LATE","all","poverty",-0.0989454203924858,0.314854088893032,0.754044417527037,318.211430020511,103
"1m","abc",FALSE,"LATE","short","Constant",-3.32833032453146,0.756185689086982,2.71798060100055e-05,354.747752273262,103
"1m","abc",FALSE,"LATE","short","D",1.09579744711364,0.191262161915027,1.08860014165649e-07,354.747752273262,103
