"program","N","p_nh","p_ch","nh_share","p_hh","p_cc","p_nn"
"ehs-full",1267,0.420618329849268,0.37064783604557,0.531576286183795,0.120805369127517,0.0387481371087928,0.0491803278688525
"ehs-full",348,0.2675095988349,0.38693234476367,0.408759862431722,0.180722891566265,0.0769230769230769,0.0879120879120879
"ehsmixed_center",768,0.325272931333537,0.391960004081216,0.453510868328212,0.179063360881543,0.054320987654321,0.0493827160493827
"ehsmixed_center",245,0.206129807692308,0.351428952991453,0.369700598802395,0.239316239316239,0.1015625,0.1015625
"ehscenter",375,0.23278890059712,0.387600983491394,0.375230007077141,0.224358974358974,0.0867579908675799,0.0684931506849315
"ehscenter",110,0.159090909090909,0.234848484848485,0.403846153846154,0.318181818181818,0.151515151515152,0.136363636363636
"abc",103,0.321132075471698,0.562264150943396,0.363519863306279,0.06,0.0377358490566038,0.0188679245283019
"abc",98,0.334166666666667,0.543333333333333,0.380816714150048,0.0625,0.04,0.02
