"program","N","p_nh","p_ch","nh_share","p_hh","p_cc","p_nn"
"ehs-full",1267,0.162449114314006,0.0970328769041499,0.626051594376078,0.0251677852348993,0.371087928464978,0.344262295081967
"ehs-full",348,0.147491063153714,0.0971137296438501,0.60297699594046,0.0301204819277108,0.445054945054945,0.28021978021978
"ehsmixed_center",768,0.234690337720641,0.195592286501377,0.54543298871289,0.0413223140495868,0.333333333333333,0.195061728395062
"ehsmixed_center",245,0.143896901709402,0.203993055555556,0.41362763915547,0.0427350427350427,0.3515625,0.2578125
"ehscenter",375,0.223744292237443,0.37416578854935,0.374210603612865,0.0961538461538462,0.19634703196347,0.10958904109589
"ehscenter",110,0.189393939393939,0.242424242424242,0.43859649122807,0.113636363636364,0.257575757575758,0.196969696969697
"abc",103,0.582264150943396,0.301132075471698,0.65912003417343,0.06,0.0188679245283019,0.0377358490566038
"abc",98,0.605833333333333,0.271666666666667,0.690408357075024,0.0625,0.02,0.04
