"program","N","p_nh","p_ch","nh_share","p_hh","p_cc","p_nn"
"ehs-full",1267,0.162449114314006,0.113228778043389,0.58927146070677,0.0402684563758389,0.339791356184799,0.344262295081967
"ehs-full",348,0.147491063153714,0.105454786177678,0.583093431038995,0.0602409638554217,0.406593406593407,0.28021978021978
"ehsmixed_center",768,0.234690337720641,0.217712478318539,0.518764095624718,0.0661157024793388,0.28641975308642,0.195061728395062
"ehsmixed_center",245,0.143896901709402,0.208133012820513,0.408763277693475,0.0854700854700855,0.3046875,0.2578125
"ehscenter",375,0.223744292237443,0.350280997541272,0.38978124521952,0.147435897435897,0.168949771689498,0.10958904109589
"ehscenter",110,0.189393939393939,0.166666666666667,0.531914893617021,0.204545454545455,0.242424242424242,0.196969696969697
"abc",103,0.321132075471698,0.562264150943396,0.363519863306279,0.06,0.0377358490566038,0.0188679245283019
"abc",98,0.334166666666667,0.543333333333333,0.380816714150048,0.0625,0.04,0.02
